,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2016-03-02,1.727192328730346,-2.235192328728233,19.97453879409509,-24.01201928477039,1.7615460740262787,1.9254245757930295
2016-03-03,1.6866903744732133,-2.204690374520501,19.96450217357653,-24.022105108926983,1.682282432138588,1.8437560704248843
2016-03-04,1.6937414678537337,-2.205741467862782,19.993290238491884,-23.992987276820983,1.6996691314985248,1.8576057146564289
2016-03-07,1.7247375158259308,-2.237355185029529,19.960691263356267,-24.025799970910764,1.6821477920513417,1.850094556988915
2016-03-08,1.7072841833126788,-2.2072841833153287,19.934509546823442,-24.050947624458384,1.7334376100174915,1.8988906632319624
2016-03-09,1.7250013728936624,-2.222001372877022,19.979798327338397,-24.004193354385148,1.714841746098951,1.872535289682979
2016-03-10,1.6600534462317964,-2.154053446234378,20.010576670519523,-23.97068985409533,1.6582758824971178,1.8193522515958982
2016-03-11,1.7178804480250294,-2.1838804480372347,20.083270123888518,-23.897104805782966,1.768297958940254,1.9197904222114548
2016-03-14,1.7002343702416014,-2.178234370242601,20.10307291803744,-23.877226897304233,1.7740332600443656,1.9260100433139584
2016-03-15,1.7646641435510009,-2.2446641435618817,20.095217477398887,-23.88337234748961,1.799361444863948,1.9462061996462556
2016-03-16,1.7094685883550411,-2.190468588328735,20.117017772645106,-23.860240913576174,1.7733589301723902,1.9218302576296984
2016-03-17,1.6205814933857436,-2.1045814932957025,20.172060321900812,-23.80304969893801,1.766270007463738,1.91131761767136
2016-03-18,1.5672846798107618,-2.06328467982224,20.212710901031155,-23.762232424901274,1.7886299188443358,1.928504231674261
2016-03-21,1.5965402298252869,-2.0885402298013487,20.181823347540487,-23.792859456460754,1.7573618041726329,1.9007316435624009
2016-03-22,1.5637073096132803,-2.056707309646959,20.197978202071393,-23.776678637435843,1.7249435685516656,1.865462593629567
2016-03-23,1.5740562420469977,-2.0680562420500994,20.190292136976076,-23.784339569529692,1.7179387462385982,1.8566101938825617
2016-03-24,1.4983585495926155,-1.986358549601194,20.246993614417068,-23.724121371337443,1.7418255320201237,1.8775666145005403
